id,category,price,brand,itemname,size,unit
1,large bottled drinks,2.15,coca-cola,coca-cola original taste 1.5l pm £2.15 or 2 for £3.30,1.5,ltr
2,large bottled drinks,1.15,evian,evian natural mineral water 1.5l,1.5,ltr
3,large bottled drinks,1.99,coca-cola,diet coke 1.75l pm £1.99 or 2 for £3,1.75,ltr
4,large bottled drinks,2.15,coca-cola,coca-cola cherry 1.5l pm £2.15 or 2 for £3.30,1.5,ltr
5,large bottled drinks,1.89,dr pepper,dr pepper 2l pm £1.89,2.0,ltr
6,large bottled drinks,1.89,fanta,fanta orange 2l pm £1.89,2.0,ltr
7,large bottled drinks,1.89,fanta,fanta fruit twist 2l pm £1.89,2.0,ltr
8,large bottled drinks,1.69,sprite,sprite 2l pm £1.69,2.0,ltr
9,large bottled drinks,0.59,best-one,best-one soda water 1 litre,1.0,ltr
10,large bottled drinks,0.59,best-one,best-one indian tonic water 1 litre,1.0,ltr
11,large bottled drinks,0.59,best-one,best-one indian tonic water low calorie 1 litre,1.0,ltr
12,large bottled drinks,1.39,r.white's,r.white's premium lemonade 2l,2.0,ltr
13,large bottled drinks,1.5,coca-cola,coca-cola original taste 1l pm £1.50,1.0,ltr
14,large bottled drinks,1.39,s.pellegrino,san pellegrino sparkling natural mineral water 1l,1.0,ltr
15,large bottled drinks,2.59,pepsi,pepsi 1.5l,1.5,ltr
16,large bottled drinks,3.19,grace,grace say aloe vera drink original flavour 1.5l,1.5,ltr
17,large bottled drinks,1.79,lipton,lipton ice tea peach flavoured still soft drink 1.25l,1.25,ltr
18,large bottled drinks,1.99,pepsi,diet pepsi 1.5l,1.5,ltr
19,large bottled drinks,1.79,lipton,lipton ice tea lemon flavoured still soft drink 1.25l,1.25,ltr
20,large bottled drinks,2.59,7up,7up regular 1.5 litres,1.5,ltr
21,large bottled drinks,2.25,coca-cola,diet coke 1.75l,1.75,ltr
22,large bottled drinks,2.59,coca-cola,coca-cola original taste 1.5l,1.5,ltr
23,large bottled drinks,1.99,tango,tango original orange 1.5 litres,1.5,ltr
24,large bottled drinks,2.19,7up,7up free 1.5 litres,1.5,ltr
25,large bottled drinks,2.49,cawston press,cawston press apple & ginger 1 litre,1.0,ltr
26,large bottled drinks,2.49,cawston press,cawston press apple & rhubarb 1 litre,1.0,ltr
27,large bottled drinks,2.49,cawston press,cawston press apple & elderflower 1 litre,1.0,ltr
28,large bottled drinks,2.25,coca-cola,coca-cola zero sugar 1.75l,1.75,ltr
29,large bottled drinks,1.19,r.white’s,r.white's premium lemonade 1.5l,1.5,ltr
30,large bottled drinks,1.99,coca-cola,diet coke 1.5l,1.5,ltr
31,large bottled drinks,1.5,schweppes,schweppes original lemonade 1.5l,1.5,ltr
32,bottled fruit juice,1.15,grace,grace say aloe vera drink original flavour £1.15 pmp 500ml,500.0,ml
33,bottled fruit juice,1.15,grace,grace say aloe vera drink strawberry flavour £1.15 pmp 500ml,500.0,ml
34,bottled fruit juice,1.15,grace,grace say aloe vera drink mango flavour £1.15 pmp 500ml,500.0,ml
35,bottled fruit juice,0.79,robinsons fruit shoot,robinsons fruit shoot apple and blackcurrant 275ml,275.0,ml
36,bottled fruit juice,1.0,drench,drench juicy spring water peach & mango 12 x 500ml,500.0,ml
37,bottled fruit juice,1.15,grace,grace say aloe reduced sugar drink original flavour 500ml,500.0,ml
38,bottled fruit juice,1.49,drench,drench tropical 500ml,500.0,ml
39,bottled fruit juice,0.79,robinsons fruit shoot,robinsons fruit shoot orange juice drink 275ml,275.0,ml
40,bottled fruit juice,2.69,shloer,shloer red grape sparkling juice drink 750ml,750.0,ml
41,bottled fruit juice,1.49,drench,drench berry 500ml,500.0,ml
42,bottled fruit juice,1.49,drench,drench citrus 500ml,500.0,ml
43,bottled fruit juice,1.99,white pearl,white pearl apple non-alcoholic sparkling juice drink 750ml,750.0,ml
44,bottled fruit juice,1.99,white pearl,white pearl white grape & peach non-alcoholic sparkling juice drink 750ml,750.0,ml
45,bottled fruit juice,1.99,white pearl,white pearl apple non-alcoholic sparkling juice drink 750ml,750.0,ml
46,bottled fruit juice,0.79,schweppes,schweppes orange juice 200ml glass (case of 24),200.0,ml
47,bottled fruit juice,0.79,schweppes,schweppes tomato juice mix 24 x 200ml glass,200.0,ml
48,bottled fruit juice,2.69,shloer,shloer white grape sparkling juice drink 750ml,750.0,ml
49,bottled fruit juice,1.99,white pearl,white pearl white grape & peach non-alcoholic sparkling juice drink 750ml,750.0,ml
50,bottled fruit juice,1.99,white pearl,white pearl white grape non-alcoholic sparkling juice drink 750ml,750.0,ml
51,bottled fruit juice,1.99,white pearl,white pearl white grape non-alcoholic sparkling juice drink 750ml,750.0,ml
52,bottled fruit juice,0.75,schweppes,schweppes pineapple juice 125ml,125.0,ml
53,bottled fruit juice,0.75,schweppes,schweppes tomato juice 125ml,125.0,ml
54,bottled fruit juice,0.75,schweppes,schweppes orange juice 125ml,125.0,ml
55,energy and health drinks,1.35,monster,monster energy 500ml £1.35,500.0,ml
56,energy and health drinks,1.29,red bull,"red bull energy drink, pm £1.29, 250ml (24 pack)",250.0,ml
57,energy and health drinks,0.49,boost,boost energy original 250ml,250.0,ml
58,energy and health drinks,1.0,relentless,relentless origin 500ml pmp £1,500.0,ml
59,energy and health drinks,1.09,lucozade,lucozade energy orange 380ml pmp £1.09 or 2 for £2,380.0,ml
60,energy and health drinks,1.99,red bull,"red bull energy drink, 473ml, pm £1.99 (12 pack)",473.0,ml
61,energy and health drinks,1.09,lucozade,lucozade sport orange 500ml £1.09 or 2 for £2,500.0,ml
62,energy and health drinks,1.35,monster,monster mango loco 500ml pmp £1.35,500.0,ml
63,energy and health drinks,1.35,monster,monster pipeline punch 500ml pmp £1.35,500.0,ml
64,energy and health drinks,0.39,best-one,best-one energy drink 250ml,250.0,ml
65,energy and health drinks,1.39,monster,monster energy pacific punch 500ml pm £1.39,500.0,ml
66,energy and health drinks,0.49,best-one,best-one sport isotonic drink orange 500ml,500.0,ml
67,energy and health drinks,0.5,boost,boost sport mixed berry 500ml,500.0,ml
68,energy and health drinks,0.5,boost,boost sport orange 500ml,500.0,ml
69,energy and health drinks,1.25,monster,monster energy ultra zero 500ml pmp £1.25,500.0,ml
70,energy and health drinks,1.29,monster,monster energy ultra 500ml pm £1.29,500.0,ml
71,energy and health drinks,0.99,rockstar,rockstar punched guava 500ml can,500.0,ml
72,energy and health drinks,0.99,rockstar,"rockstar xdurance blueberry, pomegranate & acai energy drink 500ml can, pmp 99p",500.0,ml
73,energy and health drinks,1.09,lucozade,lucozade energy original 380ml £1.09 or 2 for £2 pmp,380.0,ml
74,energy and health drinks,1.09,lucozade,lucozade sport raspberry 500ml £1.09 or 2 for £2,500.0,ml
75,energy and health drinks,1.59,red bull,"red bull energy drink, 355ml, pm £1.59 (24 pack)",355.0,ml
76,energy and health drinks,0.79,boost,boost energy original 500ml,500.0,ml
77,energy and health drinks,1.99,lucozade,lucozade energy orange 1l £1.99,1.0,ltr
78,energy and health drinks,0.5,boost,boost sport tropical berry 500ml,500.0,ml
79,energy and health drinks,0.49,best-one,best-one sport isotonic berry blu drink 500ml,500.0,ml
80,energy and health drinks,1.09,lucozade,lucozade energy wild cherry 380ml pmp £1.09 or 2 for £2,380.0,ml
81,energy and health drinks,1.29,monster,monster ultra paradise energy drink 12 x 500ml pm £1.29,500.0,ml
82,energy and health drinks,0.5,boost,boost sport citrus 500ml,500.0,ml
83,energy and health drinks,0.95,powerade,powerade berry tropical 500ml pmp 95p,500.0,ml
84,energy and health drinks,1.09,lucozade,lucozade energy caribbean crush 380ml pmp £1.09 or 2 for £2,380.0,ml
85,energy and health drinks,0.49,best-one,best-one sport isotonic drink tropical 500ml,500.0,ml
86,energy and health drinks,1.35,monster,monster punch mixxd 500ml pmp £1.35,500.0,ml
87,energy and health drinks,1.0,relentless,relentless cherry 500ml pmp £1,500.0,ml
88,energy and health drinks,0.49,best-one,best-one sport raspberry isotonic drink 500ml,500.0,ml
89,energy and health drinks,1.25,red bull,"red bull energy drink, sugar free, pm £1.25 250ml (24 pack)",250.0,ml
90,energy and health drinks,1.29,boost,boost energy original 1 litre,1.0,ltr
91,energy and health drinks,0.49,best-one,best-one sport isotonic drink cherry 500ml,500.0,ml
92,energy and health drinks,1.99,lucozade,lucozade energy original 1l £1.99,1.0,ltr
93,energy and health drinks,1.1,dunn's river,dunn's river nurishment original vanilla flavour pmp 400g,400.0,g
94,energy and health drinks,1.35,monster,monster energy the doctor 500ml pmp £1.35,500.0,ml
95,energy and health drinks,1.09,lucozade,lucozade energy apple blast 380ml pmp £1.09 or 2 for £2,380.0,ml
96,energy and health drinks,1.09,lucozade,lucozade energy pink lemonade 380ml pmp £1.09 or 2 for £2,380.0,ml
97,energy and health drinks,0.49,boost,boost energy cherry burst 250ml,250.0,ml
98,energy and health drinks,1.35,monster,monster energy ripper 500ml pmp £1.35,500.0,ml
99,energy and health drinks,0.49,boost,boost energy exotic fruits 250ml,250.0,ml
100,energy and health drinks,1.25,lucozade,lucozade revive orange & passion fruit 380ml £1.25 pmp,380.0,ml
101,energy and health drinks,0.39,best-one,best-one sugar free energy drink 250ml,250.0,ml
102,energy and health drinks,0.99,rockstar,"rockstar juiced mango, orange & passionfruit energy drink 500ml, pmp 99p",500.0,ml
103,energy and health drinks,0.99,rockstar,rockstar original 500ml can,500.0,ml
104,energy and health drinks,1.0,relentless,relentless mango 500ml pmp £1,500.0,ml
105,energy and health drinks,1.09,lucozade,lucozade energy bold brazilian 380ml pmp £1.09 or 2 for £2,380.0,ml
106,energy and health drinks,1.19,best-one,best-one energy drink 4 x 250ml,250.0,ml
107,energy and health drinks,0.99,rockstar,"rockstar supersours bubbleburst energy drink 500ml, pmp 99p",500.0,ml
108,energy and health drinks,1.39,monster,monster energy drink 500ml pm £1.39,500.0,ml
109,energy and health drinks,1.25,monster,monster energy ultra blue 500ml pmp £1.25,500.0,ml
110,energy and health drinks,1.0,relentless,relentless apple and kiwi 500ml pmp £1,500.0,ml
111,energy and health drinks,1.0,relentless,relentless passion punch 500ml pmp £1,500.0,ml
112,energy and health drinks,1.09,lucozade,lucozade sport mango & passion fruit £1.09 or 2 for £2 12 x 500ml,500.0,ml
113,energy and health drinks,1.09,lucozade,lucozade energy watermelon and strawberry £1.09 or 2 for £2 380ml pmp,380.0,ml
114,energy and health drinks,1.25,monster,monster energy absolutely zero 500ml pmp £1.25,500.0,ml
115,energy and health drinks,1.25,lucozade,lucozade revive lemon & lime 380ml £1.25 pmp,380.0,ml
116,energy and health drinks,0.49,boost,boost energy red berry 250ml,250.0,ml
117,energy and health drinks,1.25,monster,monster energy lh44 500ml pmp £1.25,500.0,ml
118,energy and health drinks,0.99,rockstar,"rockstar supersours blue raspberry energy drink 500ml, pmp 99p",500.0,ml
119,energy and health drinks,1.49,reign,reign melon mania 500ml can pm £1.49,500.0,ml
120,energy and health drinks,1.49,reign,reign razzle berry 500ml can pm £1.49,500.0,ml
121,energy and health drinks,0.59,lucozade,lucozade energy orange 250ml,250.0,ml
122,energy and health drinks,0.49,boost,boost energy citrus zing 250ml,250.0,ml
123,energy and health drinks,1.09,lucozade,lucozade sport caribbean burst 500ml £1.09 or 2 for £2,500.0,ml
124,energy and health drinks,0.99,irn-bru,"irn-bru energy drink 330ml can, pmp 99p",330.0,ml
125,energy and health drinks,0.49,boost,boost energy sugar free punch power 250ml,250.0,ml
126,energy and health drinks,1.25,monster,monster ultra violet energy drink 500ml pmp £1.25,500.0,ml
127,energy and health drinks,0.39,best-one,best-one sour apple energy drink 250ml,250.0,ml
128,energy and health drinks,0.39,best-one,best-one sour cherry energy drink 250ml,250.0,ml
129,energy and health drinks,1.25,monster,monster energy ultra red 500ml pmp £1.25,500.0,ml
130,energy and health drinks,0.59,lucozade,lucozade energy original 59p pmp 250ml can,250.0,ml
131,energy and health drinks,1.09,lucozade,lucozade sport brazilian guava 500ml £1.09 or 2 for £2,500.0,ml
132,energy and health drinks,1.29,monster,monster ultra red energy drink 12 x 500ml pm £1.29,500.0,ml
133,energy and health drinks,1.19,monster,monster ultra sunrise 500ml pmp £1.19,500.0,ml
134,energy and health drinks,1.49,reign,reign sour apple 12 x 500ml,500.0,ml
135,energy and health drinks,1.39,monster,monster mixxd punch energy drink 500ml pm £1.39,500.0,ml
136,energy and health drinks,1.09,lucozade,lucozade sport lemon and lime 500ml £1.09 or 2 for £2,500.0,ml
137,energy and health drinks,1.99,lucozade,lucozade energy cherry 1l £1.99 pmp,1.0,ltr
138,energy and health drinks,1.65,purdey's,purdey's rejuvenate natural energy 330ml,330.0,ml
139,energy and health drinks,1.49,reign,reign lemon hdz 500ml pm £1.49,500.0,ml
140,energy and health drinks,4.89,red bull,"red bull energy drink, pm £4.89, 250ml (6x4 pack)",250.0,ml
141,energy and health drinks,0.79,boost,boost energy exotic fruits 500ml,500.0,ml
142,energy and health drinks,1.85,red bull,"red bull energy drink, sugar free 473ml, pm £1.85 (12 pack)",473.0,ml
143,energy and health drinks,1.49,red bull,"red bull energy drink, sugar free, 355ml pmc £1.49",355.0,ml
144,energy and health drinks,0.75,boost,boost energy original 250ml,250.0,ml
145,energy and health drinks,1.29,red bull,"red bull energy drink, tropical edition, 250ml (12 pack)",250.0,ml
146,energy and health drinks,4.59,monster,monster energy 500ml,500.0,ml
147,energy and health drinks,0.99,ka,"ka reload energy drink black cherry 500ml bottle, pmp 99p",500.0,ml
148,energy and health drinks,0.79,boost,boost energy red berry 500ml,500.0,ml
149,energy and health drinks,1.49,red bull,"red bull energy drink, coconut edition, 250ml (12 pack)",250.0,ml
150,energy and health drinks,1.49,purdey's,purdey's edge natural energy 330ml,330.0,ml
151,energy and health drinks,1.29,boost,boost protein strawberry flavour 310ml,310.0,ml
152,energy and health drinks,1.39,ocean spray,ocean spray cranberry blackcurrant 1 litre,1.0,ltr
153,energy and health drinks,1.55,grace,grace say aloe vera drink original flavour 500ml,500.0,ml
154,energy and health drinks,0.99,ka,"ka reload energy drink mango 500ml bottle, pmp 99p",500.0,ml
155,energy and health drinks,0.89,irn-bru,"irn-bru energy drink no sugar 330ml can, pmp 89p",330.0,ml
156,energy and health drinks,1.59,monster,monster energy 500ml,500.0,ml
157,energy and health drinks,1.09,lucozade,lucozade zero pink lemonade 380ml pmp £1.09 or 2 for £2,380.0,ml
158,energy and health drinks,0.79,boost,boost energy exotic fruits 500ml,500.0,ml
159,energy and health drinks,1.09,lucozade,lucozade zero orange 380ml pmp £1.09 or 2 for £2,380.0,ml
160,energy and health drinks,0.59,lucozade,lucozade energy pink lemonade 59p pmp 250ml can,250.0,ml
161,energy and health drinks,0.95,boost,boost energy original 500ml,500.0,ml
162,energy and health drinks,1.99,monster,monster espresso vanilla 250ml,250.0,ml
163,energy and health drinks,3.25,glacéau,glacéau smartwater 6 x 600ml,600.0,ml
164,energy and health drinks,1.09,ribena,lucozade zero original 380ml pmp £1.09 or 2 for £2,380.0,ml
165,energy and health drinks,1.39,ocean spray,ocean spray cranberry mango 1 litre,1.0,ltr
166,energy and health drinks,1.99,monster,monster espresso cream 250ml,250.0,ml
167,energy and health drinks,1.19,coca-cola,coca-cola no sugar energy drink 250ml pmp £1.19,250.0,ml
168,energy and health drinks,1.29,boost,boost protein chocolate flavour 310ml,310.0,ml
169,energy and health drinks,1.39,monster,monster ripper juiced energy drink 500ml pm £1.39,500.0,ml
170,energy and health drinks,1.29,boost,boost energy original 1 litre,1.0,ltr
171,energy and health drinks,1.04,rubicon,rubicon spring strawberry kiwi flavoured sparkling spring water 500ml,500.0,ml
172,energy and health drinks,1.04,rubicon,"rubicon spring orange mango flavoured sparkling spring water, 500ml",500.0,ml
173,energy and health drinks,0.8,lucozade,lucozade energy orange 250ml can,250.0,ml
174,energy and health drinks,1.59,glacéau,glacéau vitamin water zero defense 500ml,500.0,ml
175,energy and health drinks,1.59,glacéau,glacéau vitamin water zero triple xxx 500ml,500.0,ml
176,energy and health drinks,1.59,glacéau,glacéau vitamin water zero power c 500ml,500.0,ml
177,energy and health drinks,1.99,red bull,"red bull energy drink, 355ml (24 pack)",355.0,ml
178,energy and health drinks,5.49,lucozade,lucozade sport orange 4 x 500ml,4.0,pk
179,energy and health drinks,1.89,holy,holy reload 330ml,330.0,ml
180,energy and health drinks,1.49,monster,monster energy mango loco 250ml can,250.0,ml
181,energy and health drinks,0.8,lucozade,lucozade energy original 250ml can,250.0,ml
182,energy and health drinks,1.29,monster,monster ultra violet energy drink 12 x 500ml pm £1.29,500.0,ml
183,energy and health drinks,1.89,holy,holy reset 330ml,330.0,ml
184,energy and health drinks,5.49,lucozade,lucozade sport raspberry 4 x 500ml,4.0,pk
185,energy and health drinks,1.49,supermalt,supermalt original 500ml,330.0,ml
186,energy and health drinks,1.49,monster,monster energy 250ml can,250.0,ml
187,energy and health drinks,1.59,supermalt,supermalt original 500ml,500.0,ml
188,energy and health drinks,1.49,monster,monster energy ultra zero 250ml can,250.0,ml
189,energy and health drinks,1.39,monster,monster energy lh-44 500ml,500.0,ml
190,energy and health drinks,1.0,gatorade,gatorade cool blue 500ml,500.0,ml
191,energy and health drinks,1.0,gatorade,gatorade tropical burst 500ml,500.0,ml
192,energy and health drinks,1.0,gatorade,gatorade orange flavour 500ml,500.0,ml
193,energy and health drinks,1.49,lucozade,lucozade energy original 500ml,500.0,ml
194,energy and health drinks,1.35,powerade,powerade berry & tropical 12 x 500ml,500.0,ml
195,energy and health drinks,1.25,lucozade,lucozade energy cherry 380ml,380.0,ml
196,energy and health drinks,2.29,red bull,"red bull energy drink, 473ml, (12 pack)",473.0,ml
197,energy and health drinks,0.75,lucozade,lucozade orange 330ml,330.0,ml
198,energy and health drinks,1.85,relentless,relentless origin 500ml,500.0,ml
199,energy and health drinks,1.49,lucozade,lucozade sport raspberry 500ml,500.0,ml
200,energy and health drinks,0.49,boost,boost energy sugar free original 250ml,250.0,ml
201,energy and health drinks,1.49,lucozade,lucozade sport orange 500ml,500.0,ml
202,energy and health drinks,1.39,red bull,"red bull energy drink, sugar free, 250ml (24 pack)",250.0,ml
203,energy and health drinks,1.29,red bull,"red bull energy drink, 250ml (24 pack)",250.0,ml
204,energy and health drinks,1.25,lucozade,lucozade energy original 380ml,380.0,ml
205,energy and health drinks,1.25,lucozade,lucozade energy orange 380ml,380.0,ml
206,energy and health drinks,1.49,lucozade,lucozade energy orange 500ml,500.0,ml
207,individual cans,0.79,coca-cola,coca-cola original taste 330ml pmp 79p,330.0,ml
208,individual cans,0.59,pepsi max,pepsi max 330ml,330.0,ml
209,individual cans,0.65,dr pepper,dr pepper 330ml pmp 65p,330.0,ml
210,individual cans,0.69,coca-cola,diet coke 330ml pmp 69p,330.0,ml
211,individual cans,0.79,coca-cola,coca-cola original taste cherry 330ml can 79p pmp,330.0,ml
212,individual cans,0.59,coca-cola,coca-cola zero sugar 24 x 330ml pmp 59p,330.0,ml
213,individual cans,0.59,irn-bru,"irn-bru can 330ml, pmp 59p",330.0,ml
214,individual cans,0.65,fanta,fanta orange 330ml pmp 65p,330.0,ml
215,individual cans,0.59,pepsi,pepsi max cherry cola 330ml,330.0,ml
216,individual cans,0.65,coca-cola,coca-cola original taste 250ml pmp 65p,250.0,ml
217,individual cans,0.75,rio,rio tropical 330ml price mark 75p,330.0,ml
218,individual cans,0.65,lilt,lilt pineapple & grapefruit 330ml pmp 65p,330.0,ml
219,individual cans,0.65,fanta,fanta fruit twist 330ml pmp 65p,330.0,ml
220,individual cans,0.59,pepsi,pepsi diet 330ml,330.0,ml
221,individual cans,0.69,rubicon,"rubicon sparkling mango soft drink 330ml, pmp 69p",330.0,ml
222,individual cans,0.59,tango,tango original orange 330ml,330.0,ml
223,individual cans,0.49,barr,"barr american cream soda 330ml can, pmp 49p",330.0,ml
224,individual cans,0.69,pepsi,pepsi 330ml,330.0,ml
225,individual cans,0.65,sprite,sprite 330ml pmp 65p,330.0,ml
226,individual cans,0.59,vimto,vimto fizzy 300ml,330.0,ml
227,individual cans,1.99,costa coffee,costa coffee latte 250ml can,250.0,ml
228,individual cans,1.0,boost,boost iced coffee caffè latte 250ml,250.0,ml
229,individual cans,0.59,ka,"ka sparkling black grape 330ml can, pmp 59p",330.0,ml
230,individual cans,0.69,rubicon,rubicon sparkling passion fruit soft drink 330ml can pmp 69p,330.0,ml
231,individual cans,0.59,ka,"ka sparkling fruit punch 330ml can, pmp 59p",330.0,ml
232,individual cans,0.69,coca-cola,diet coke sublime lime 330ml pm 69p,330.0,ml
233,individual cans,0.49,barr,"barr shandy 330ml can, pmp 49p",330.0,ml
234,individual cans,0.69,rubicon,"rubicon sparkling guava juice drink 330ml, pmp 69p",330.0,ml
235,individual cans,0.49,barr,"barr bubblegum 330ml can, pmp 49p",330.0,ml
236,individual cans,0.65,old jamaica,old jamaica ginger beer regular 330ml,330.0,ml
237,individual cans,0.69,appletiser,appletiser 250ml pmp 69p,250.0,ml
238,individual cans,0.49,barr,"barr lemonade 330ml can, pmp 49p",330.0,ml
239,individual cans,0.59,coca-cola,coca-cola zero sugar vanilla 330ml pmp 59p,330.0,ml
240,individual cans,0.49,barr,"barr raspberryade 330ml can, pmp 49p",330.0,ml
241,individual cans,0.59,ka,"ka sparkling pineapple 330ml can, pmp 59p",330.0,ml
242,individual cans,0.55,barr,"tizer 330ml can, pmp 55p",330.0,ml
243,individual cans,0.59,pepsi,pepsi max raspberry cola 330ml,330.0,ml
244,individual cans,1.0,boost,boost iced coffee double espresso 250ml,250.0,ml
245,individual cans,0.49,barr,"barr pineapple 330ml can, pmp 49p",330.0,ml
246,individual cans,0.59,tango,tango sugar free tropical 330ml,330.0,ml
247,individual cans,0.69,rubicon,"rubicon sparkling lychee juice drink 330ml can, pmp 69p",330.0,ml
248,individual cans,0.49,barr,"barr limeade 330ml can, pmp 49p",330.0,ml
249,individual cans,0.59,7up,7up free lemon and lime 330ml,330.0,ml
250,individual cans,0.59,tango,tango strawberry watermelon 330ml,330.0,ml
251,individual cans,0.59,irn-bru,"irn-bru xtra 330ml can, pmp 59p",330.0,ml
252,individual cans,0.69,coca-cola,coca-cola zero sugar cherry 330ml,330.0,ml
253,individual cans,0.59,coca-cola,diet coke 250ml pmp 59p,250.0,ml
254,individual cans,0.59,ka,"ka sparkling strawberry 330ml can, pmp 59p",330.0,ml
255,individual cans,0.49,barr,"barr cherryade 330ml can, pmp 49p",330.0,ml
256,individual cans,0.65,fanta,fanta zero grape 330ml pmp 65p,330.0,ml
257,individual cans,0.59,sun exotic,"sun exotic sparkling tropical fruit 330ml, pmp 59p",330.0,ml
258,individual cans,0.49,barr,"barr orangeade 330ml can, pmp 49p",330.0,ml
259,individual cans,0.59,ka,"ka sparkling karibbean kola 330ml can, pmp 59p",330.0,ml
260,individual cans,1.65,appletiser,appletiser 250ml can,250.0,ml
261,individual cans,0.67,pepsi,pepsi max cherry cola 330ml,330.0,ml
262,individual cans,0.69,tango,tango strawberry watermelon 330ml,330.0,ml
263,individual cans,0.49,barr,"barr ginger beer 330ml can, pmp 49p",330.0,ml
264,individual cans,0.59,vimto,vimto zero fizzy 330ml,330.0,ml
265,individual cans,0.69,7up,7up regular 330ml,330.0,ml
266,individual cans,0.69,tango,tango sugar free tropical 330ml,330.0,ml
267,individual cans,0.69,rubicon,"rubicon sparkling pomegranate juice drink 330ml can, pmp 69p",330.0,ml
268,individual cans,0.66,barr,barr american cream soda 330ml can,330.0,ml
269,individual cans,0.65,rio,rio tropical light 330ml price mark 65p,330.0,ml
270,individual cans,1.25,thums up,thums up 24 x 300ml,300.0,ml
271,individual cans,0.69,coca-cola,diet coke sublime lime 330ml,330.0,ml
272,individual cans,0.99,cawston press,cawston press cloudy apple 330ml,330.0,ml
273,individual cans,0.99,cawston press,cawston press elderflower lemonade 330ml,330.0,ml
274,individual cans,0.69,sprite,sprite 150ml can,150.0,ml
275,individual cans,0.67,pepsi,pepsi max raspberry 330ml,330.0,ml
276,individual cans,0.99,cawston press,cawston press rhubarb 330ml,330.0,ml
277,individual cans,1.0,san benedetto,san benedetto prima spremitura clementina 330ml cans,330.0,ml
278,individual cans,0.99,cawston press,cawston press ginger beer 330ml,330.0,ml
279,individual cans,0.99,san pellegrino,san pellegrino clementine 4x6x330ml,330.0,ml
280,individual cans,1.0,san benedetto,san benedetto prima spremitura limone 330ml cans,330.0,ml
281,individual cans,1.2,sanpellegrino,san pellegrino organic sparkling peach tea 24x250ml,250.0,ml
282,individual cans,0.99,aqua libra,aqua libra raspberry & apple infused fruit flavoured sparkling water 330ml,330.0,ml
283,individual cans,1.39,fentimans,fentimans curiosity cola 250ml,250.0,ml
284,individual cans,0.99,aqua libra,aqua libra grapefruit & pineapple infused fruit flavoured sparkling water 330ml,330.0,ml
285,individual cans,1.39,fentimans,fentimans cherry cola 250ml,250.0,ml
286,individual cans,1.39,fentimans,fentimans gently sparkling elderflower 250ml,250.0,ml
287,individual cans,0.99,aqua libra,aqua libra cucumber mint & lime infused fruit flavoured sparkling water 330ml,330.0,ml
288,individual cans,0.75,ting,ting sparkling grapefruit flavoured beverage 330ml,330.0,ml
289,individual cans,0.95,coca-cola,coca-cola original taste 330ml,330.0,ml
290,individual cans,0.85,fanta,fanta orange 330ml,330.0,ml
291,individual cans,0.85,lilt,lilt 24 x 330ml,330.0,ml
292,individual cans,0.89,rio,rio tropical 330ml,330.0,ml
293,individual cans,0.85,sprite,sprite 24 x 330ml,330.0,ml
294,individual cans,0.69,coca-cola,diet coke 24 x 330ml,330.0,ml
295,individual cans,0.67,tango,tango original orange 330ml,330.0,ml
296,individual cans,0.79,7up,7up sparkling lemon & lime drink cans 24 x 330ml,330.0,ml
297,individual cans,0.75,vimto,vimto fizzy 330ml,330.0,ml
298,individual cans,0.85,fanta,fanta lemon 24 x 330ml,330.0,ml
299,individual cans,1.2,sanpellegrino,san pellegrino organic sparkling lemon tea 24x250ml,250.0,ml
300,individual cans,0.95,coca-cola,coca-cola original taste cherry 330ml can,330.0,ml
301,individual cans,0.79,pepsi,pepsi cans 24 x 330ml,330.0,ml
302,individual cans,0.59,ben shaws,ben shaws bitter shandy 330ml,330.0,ml
303,individual cans,0.85,fanta,fanta fruit twist 24 x 330ml,330.0,ml
304,individual cans,0.99,san pellegrino,san pellegrino blood orange 4x6x330ml,330.0,ml
305,individual cans,0.86,irn-bru,irn-bru can 330ml,330.0,ml
306,individual cans,0.67,pepsi max,pepsi max 330ml,330.0,ml
307,individual cans,0.75,vimto,vimto fizzy zero 330ml,330.0,ml
308,individual cans,1.39,fentimans,fentimans rose lemonade 250ml,250.0,ml
309,individual cans,0.67,pepsi,diet pepsi cans 24 x 330ml,330.0,ml
310,individual cans,0.89,schweppes,schweppes lemonade 330ml,330.0,ml
311,individual cans,0.69,coca-cola,coca-cola zero sugar 330ml,330.0,ml
312,individual cans,0.67,7up,7up free sparkling lemon & lime drink cans 24x330ml,330.0,ml
313,individual cans,0.89,rubicon,rubicon sparkling mango 330ml,330.0,ml
314,individual cans,0.89,rubicon,rubicon sparkling passion 330ml,330.0,ml
315,individual cans,0.85,dr pepper,dr pepper zero 24 x 330ml,330.0,ml
316,individual cans,0.85,fanta,fanta zero orange 24 x 330ml,330.0,ml
317,individual cans,0.65,old jamaica,old jamaica ginger beer regular 330ml,330.0,ml
318,individual cans,0.85,dr pepper,dr pepper 24 x 330ml,330.0,ml
319,individual cans,0.67,r.white's,r.white's lemonade cans 24 x 330ml,330.0,ml
320,multi pack cans,4.35,coca-cola,coca-cola original taste 8 x 330ml cans pm £4.35,330.0,ml
321,multi pack cans,3.99,pepsi,pepsi max cans 10 x 330ml,330.0,ml
322,multi pack cans,4.35,coca-cola,diet coke 10 x 330ml pm £4.35,330.0,ml
323,multi pack cans,2.69,coca-cola,coca-cola original taste 4 x 330ml pm £2.69,330.0,ml
